State / UT Region,Department Code,Service Descriptor,Submission Date,Total Recorded Transactions,Reported Latency (Days)
Karnataka,General Administration,Caste Certificate,2025-12-30,8585,3.4
Maharashtra,General Administration,DigiLocker Pull,2025-10-17,6248,6.5
Puducherry,Identity,Vehicle Registration (Vahan),2025-08-07,8504,9.5
Karnataka,Revenue,Driving License (Sarathi),2025-09-26,4576,9.2
Karnataka,PDS,Driving License (Sarathi),2025-07-11,5374,15.9
Uttarakhand,Revenue,Vehicle Registration (Vahan),2025-11-25,3284,7.4
Delhi,General Administration,Driving License (Sarathi),2025-07-06,6930,6.9
Odisha,PDS,Ration Subsidies,2025-12-23,4117,5.2
Karnataka,PDS,Driving License (Sarathi),2025-11-05,3899,4.0
Odisha,Transport,Ration Subsidies,2025-10-31,2508,11.5
Odisha,General Administration,DigiLocker Pull,2025-08-12,9131,4.1
Karnataka,General Administration,DigiLocker Pull,2025-07-19,6940,3.9
Delhi,General Administration,Vehicle Registration (Vahan),2025-11-11,3716,19.0
Karnataka,General Administration,DigiLocker Pull,2025-09-17,5004,2.7
Puducherry,General Administration,Vehicle Registration (Vahan),2025-12-15,4142,8.8
NCT of Delhi,Revenue,DigiLocker Pull,2025-08-16,3535,1.8
Delhi,Transport,Caste Certificate,2025-07-26,5303,5.3
Odisha,Transport,DigiLocker Pull,2025-09-27,3509,1.2
Orissa,Identity,Driving License (Sarathi),2025-12-12,4868,1.7
Odisha,Identity,Vehicle Registration (Vahan),2025-10-04,4447,4.3
Odisha,General Administration,Caste Certificate,2025-08-23,6166,1.3
Maharashtra,Transport,Driving License (Sarathi),2025-10-25,4375,4.1
Maharashtra,Identity,Vehicle Registration (Vahan),2025-12-02,4093,4.2
Karnataka,PDS,DigiLocker Pull,2025-12-23,4545,14.4
Uttaranchal,Identity,Ration Subsidies,2025-10-21,3842,2.2
Uttarakhand,Transport,Driving License (Sarathi),2025-11-02,5273,0.7
Maharashtra,Revenue,Ration Subsidies,2025-09-12,3576,12.2
Odisha,Identity,Driving License (Sarathi),2025-08-15,5638,1.7
Karnataka,Revenue,Vehicle Registration (Vahan),2025-12-08,3187,2.3
Maharashtra,Transport,Vehicle Registration (Vahan),2025-12-01,3454,0.8
Odisha,Revenue,Vehicle Registration (Vahan),2025-12-12,1949,0.6
Uttarakhand,Revenue,DigiLocker Pull,2025-11-15,9014,6.5
Delhi,Identity,Caste Certificate,2025-08-25,5814,2.3
Delhi,Identity,Vehicle Registration (Vahan),2025-10-07,4123,1.8
Uttaranchal,General Administration,DigiLocker Pull,2025-11-28,7038,17.6
Puducherry,Transport,Vehicle Registration (Vahan),2025-09-22,7349,11.0
Maharashtra,Transport,DigiLocker Pull,2025-12-10,4864,7.4
Maharashtra,Identity,DigiLocker Pull,2025-11-18,2496,2.4
Karnataka,Transport,Caste Certificate,2025-11-13,3636,7.4
Karnataka,PDS,Driving License (Sarathi),2025-10-11,2131,1.6
Odisha,Transport,Vehicle Registration (Vahan),2025-10-10,3951,6.6
Karnataka,Revenue,Ration Subsidies,2025-08-12,5971,5.6
Puducherry,PDS,Driving License (Sarathi),2025-10-08,6790,3.1
Delhi,General Administration,Caste Certificate,2025-08-25,7396,0.0
Puducherry,Identity,Driving License (Sarathi),2025-07-07,3832,9.6
Puducherry,General Administration,Driving License (Sarathi),2025-11-21,3072,4.9
Delhi,PDS,Ration Subsidies,2025-08-11,5910,1.3
Karnataka,Identity,Vehicle Registration (Vahan),2025-11-14,4578,2.4
Delhi,Transport,Vehicle Registration (Vahan),2025-08-19,4582,5.4
Karnataka,PDS,Caste Certificate,2025-10-15,4056,2.4
Uttarakhand,Revenue,Driving License (Sarathi),2025-09-04,7117,0.4
Delhi,Revenue,Driving License (Sarathi),2025-08-15,5338,10.5
Karnataka,General Administration,Ration Subsidies,2025-10-16,7320,5.5
Uttarakhand,General Administration,Caste Certificate,2025-11-08,3588,2.0
Maharashtra,PDS,Vehicle Registration (Vahan),2025-11-23,3879,2.5
Delhi,General Administration,DigiLocker Pull,2025-12-12,4414,5.6
Odisha,PDS,Ration Subsidies,2025-11-25,4117,5.0
Karnataka,Transport,Driving License (Sarathi),2025-12-11,8115,6.1
Puducherry,Revenue,Driving License (Sarathi),2025-07-31,2615,9.8
Uttarakhand,Revenue,Vehicle Registration (Vahan),2025-07-04,5299,0.8
Maharashtra,PDS,Vehicle Registration (Vahan),2025-12-24,3676,10.3
Odisha,PDS,Caste Certificate,2025-09-20,6756,4.7
Delhi,Transport,Ration Subsidies,2025-12-08,5669,0.7
Karnataka,General Administration,Driving License (Sarathi),2025-12-05,7128,10.0
Maharashtra,General Administration,Driving License (Sarathi),2025-12-10,3126,4.3
Maharashtra,PDS,Ration Subsidies,2025-07-26,5783,1.5
Maharashtra,PDS,Ration Subsidies,2025-10-25,6739,1.8
Puducherry,Identity,DigiLocker Pull,2025-12-09,4474,1.8
Karnataka,General Administration,Vehicle Registration (Vahan),2025-09-06,3624,0.1
Karnataka,General Administration,Driving License (Sarathi),2025-10-30,4385,6.5
Orissa,Identity,Driving License (Sarathi),2025-11-16,3954,2.5
Puducherry,PDS,Ration Subsidies,2025-11-18,8695,8.6
Uttarakhand,General Administration,Ration Subsidies,2025-08-06,7021,2.9
Uttaranchal,PDS,Ration Subsidies,2025-12-26,3325,7.6
Maharashtra,General Administration,DigiLocker Pull,2025-10-06,4702,4.5
Uttarakhand,Revenue,DigiLocker Pull,2025-08-14,1412,29.6
Maharashtra,Revenue,DigiLocker Pull,2025-10-24,4810,4.6
Delhi,General Administration,Caste Certificate,2025-07-25,5348,3.4
Maharashtra,General Administration,Caste Certificate,2025-08-19,6655,0.1
Puducherry,Identity,Ration Subsidies,2025-10-26,9592,0.9
Delhi,Transport,Driving License (Sarathi),2025-09-27,3216,7.1
Odisha,Revenue,Ration Subsidies,2025-12-26,4515,1.0
Karnataka,PDS,DigiLocker Pull,2025-10-18,2934,8.1
Delhi,Transport,Driving License (Sarathi),2025-10-29,4154,0.8
Karnataka,Revenue,Vehicle Registration (Vahan),2025-09-09,6947,18.9
Karnataka,Revenue,Ration Subsidies,2025-09-11,6690,6.0
Maharashtra,Identity,Caste Certificate,2025-12-27,5500,4.2
Uttarakhand,PDS,DigiLocker Pull,2025-11-24,4409,
Maharashtra,Revenue,Ration Subsidies,2025-11-24,2935,0.2
Uttarakhand,Transport,Vehicle Registration (Vahan),2025-07-31,5428,3.3
Karnataka,General Administration,Ration Subsidies,2025-11-05,3009,1.5
Uttarakhand,Transport,Ration Subsidies,2025-12-17,5787,25.7
Odisha,Identity,Driving License (Sarathi),2025-08-15,6354,22.8
Delhi,Transport,Caste Certificate,2025-09-17,9089,1.1
Odisha,PDS,Driving License (Sarathi),2025-09-02,4923,2.1
Maharashtra,General Administration,Ration Subsidies,2025-11-23,5829,2.5
Uttaranchal,Revenue,DigiLocker Pull,2025-11-12,6632,8.2
Maharashtra,PDS,DigiLocker Pull,2025-07-24,3501,2.0
Uttarakhand,Transport,Vehicle Registration (Vahan),2025-09-05,3748,10.1
Maharashtra,Identity,Driving License (Sarathi),2025-07-02,4666,4.4
Maharashtra,Transport,DigiLocker Pull,2025-08-25,8813,0.1
Puducherry,Revenue,Vehicle Registration (Vahan),2025-08-23,5047,8.0
Maharashtra,Transport,Driving License (Sarathi),2025-09-14,8043,10.1
Uttarakhand,PDS,Driving License (Sarathi),2025-09-01,5228,8.9
Delhi,General Administration,Driving License (Sarathi),2025-11-04,3102,0.8
Puducherry,PDS,Vehicle Registration (Vahan),2025-08-31,4257,16.2
Karnataka,Transport,Driving License (Sarathi),2025-08-31,3394,0.8
Karnataka,Revenue,DigiLocker Pull,2025-11-01,7268,17.5
Odisha,Identity,DigiLocker Pull,2025-10-06,4898,2.5
Maharashtra,General Administration,Driving License (Sarathi),2025-12-15,6568,
Orissa,Identity,Vehicle Registration (Vahan),2025-11-28,5062,0.5
Uttaranchal,Transport,Ration Subsidies,2025-10-03,4147,19.7
Odisha,PDS,Driving License (Sarathi),2025-08-16,3180,10.7
NCT of Delhi,Transport,Driving License (Sarathi),2025-09-01,7084,3.3
Maharashtra,Transport,Ration Subsidies,2025-08-17,3653,3.7
Delhi,Identity,Caste Certificate,2025-07-31,3003,2.1
Karnataka,Transport,Driving License (Sarathi),2025-10-26,4040,13.2
Delhi,General Administration,Vehicle Registration (Vahan),2025-12-23,4891,4.3
Maharashtra,Revenue,Driving License (Sarathi),2025-10-29,4485,5.5
Karnataka,Revenue,Ration Subsidies,2025-07-12,4375,18.3
Maharashtra,Identity,DigiLocker Pull,2025-08-24,4879,3.0
Karnataka,Identity,Ration Subsidies,2025-10-10,4735,1.9
Puducherry,PDS,DigiLocker Pull,2025-08-22,4211,6.8
Odisha,General Administration,Driving License (Sarathi),2025-11-13,6056,11.5
Karnataka,Identity,DigiLocker Pull,2025-08-08,2688,1.5
Delhi,Identity,Driving License (Sarathi),2025-12-31,5940,4.9
Maharashtra,Transport,Ration Subsidies,2025-08-07,4989,4.0
Odisha,Identity,Ration Subsidies,2025-09-28,4122,4.0
Orissa,Revenue,Vehicle Registration (Vahan),2025-08-11,6441,0.7
NCT of Delhi,Identity,DigiLocker Pull,2025-11-10,5035,6.1
Maharashtra,Identity,Ration Subsidies,2025-07-12,5718,22.0
Puducherry,Transport,DigiLocker Pull,2025-09-11,4830,2.6
Karnataka,Identity,Driving License (Sarathi),2025-12-16,5396,1.6
Puducherry,General Administration,Driving License (Sarathi),2025-08-01,8271,13.9
Karnataka,Identity,Ration Subsidies,2025-08-28,7273,2.6
Delhi,General Administration,Vehicle Registration (Vahan),2025-09-07,5878,1.9
Maharashtra,Identity,Driving License (Sarathi),2025-12-27,6788,10.8
NCT of Delhi,Revenue,Caste Certificate,2025-09-12,5375,18.0
Maharashtra,General Administration,DigiLocker Pull,2025-10-08,5706,3.3
Karnataka,General Administration,Vehicle Registration (Vahan),2025-09-18,8986,0.4
Maharashtra,Revenue,Ration Subsidies,2025-09-05,3618,3.9
Maharashtra,Transport,DigiLocker Pull,2025-09-19,3485,14.9
Orissa,Transport,Ration Subsidies,2025-09-12,3272,8.8
Odisha,Revenue,DigiLocker Pull,2025-12-18,4080,1.1
Delhi,Identity,DigiLocker Pull,2025-09-12,5489,3.4
Odisha,Identity,Caste Certificate,2025-11-09,6775,2.5
Uttarakhand,PDS,Driving License (Sarathi),2025-07-21,5204,5.8
Odisha,Revenue,DigiLocker Pull,2025-10-17,2105,9.2
Karnataka,Revenue,DigiLocker Pull,2025-08-30,5075,11.4
Maharashtra,PDS,Caste Certificate,2025-12-26,4470,6.3
Odisha,General Administration,DigiLocker Pull,2025-12-28,6590,1.8
Uttarakhand,Transport,Ration Subsidies,2025-11-11,5202,5.8
Karnataka,Revenue,Ration Subsidies,2025-11-26,5476,6.8
Delhi,Revenue,Driving License (Sarathi),2025-09-06,6273,7.1
Puducherry,PDS,Vehicle Registration (Vahan),2025-07-20,4614,15.9
Odisha,Transport,Caste Certificate,2025-10-15,8201,0.1
Delhi,PDS,Caste Certificate,2025-11-03,4724,
Karnataka,PDS,Caste Certificate,2025-12-11,2579,7.3
Karnataka,Revenue,Ration Subsidies,2025-09-24,5064,21.8
Delhi,Identity,Vehicle Registration (Vahan),2025-11-14,5706,0.7
Odisha,General Administration,Driving License (Sarathi),2025-07-24,5794,8.9
Odisha,PDS,DigiLocker Pull,2025-12-22,4653,3.5
NCT of Delhi,Revenue,Ration Subsidies,2025-12-02,3852,9.0
Delhi,Transport,Ration Subsidies,2025-07-04,4344,0.3
Maharashtra,General Administration,Vehicle Registration (Vahan),2025-09-13,6398,0.3
Puducherry,Transport,Driving License (Sarathi),2025-11-27,6778,9.6
Odisha,Transport,Vehicle Registration (Vahan),2025-12-03,4409,5.6
Karnataka,Revenue,Driving License (Sarathi),2025-07-21,4260,3.9
Karnataka,General Administration,DigiLocker Pull,2025-09-13,3888,3.2
Maharashtra,General Administration,Ration Subsidies,2025-11-21,4066,5.0
Karnataka,PDS,Caste Certificate,2025-09-30,2568,4.7
Puducherry,Revenue,Driving License (Sarathi),2025-07-01,3824,1.2
Delhi,General Administration,DigiLocker Pull,2025-09-18,3475,3.4
Orissa,Identity,DigiLocker Pull,2025-09-16,5151,5.9
Puducherry,Revenue,Caste Certificate,2025-10-10,3617,6.8
Karnataka,General Administration,Ration Subsidies,2025-11-24,7240,0.5
Maharashtra,PDS,DigiLocker Pull,2025-09-09,6379,15.3
Karnataka,Transport,Ration Subsidies,2025-09-05,4182,0.2
Karnataka,PDS,Vehicle Registration (Vahan),2025-10-05,2151,7.3
Uttarakhand,General Administration,Caste Certificate,2025-10-26,4462,9.9
Puducherry,Transport,DigiLocker Pull,2025-08-19,5317,1.8
Maharashtra,PDS,Caste Certificate,2025-09-03,3579,3.5
Delhi,Transport,Caste Certificate,2025-11-13,6094,11.8
Karnataka,PDS,DigiLocker Pull,2025-12-16,7326,0.9
Maharashtra,General Administration,Driving License (Sarathi),2025-11-29,4239,7.0
Karnataka,Identity,Caste Certificate,2025-09-10,2908,6.6
Maharashtra,Transport,Ration Subsidies,2025-11-24,4528,9.7
Delhi,Revenue,Driving License (Sarathi),2025-11-29,4041,0.2
Maharashtra,Revenue,Driving License (Sarathi),2025-08-26,5403,1.8
Karnataka,Identity,Vehicle Registration (Vahan),2025-12-30,3595,5.9
Uttarakhand,Identity,Driving License (Sarathi),2025-12-15,5388,19.2
Maharashtra,Revenue,Driving License (Sarathi),2025-12-28,3358,10.5
Delhi,PDS,DigiLocker Pull,2025-10-13,4068,4.7
Maharashtra,Transport,Ration Subsidies,2025-09-25,4950,18.9
Uttarakhand,Transport,Ration Subsidies,2025-12-07,3847,4.2
Maharashtra,Transport,Driving License (Sarathi),2025-10-11,7261,0.3
Karnataka,Identity,Driving License (Sarathi),2025-10-27,5157,0.8
Maharashtra,PDS,DigiLocker Pull,2025-09-01,5190,1.2
Delhi,Revenue,DigiLocker Pull,2025-08-18,3784,1.4
Uttarakhand,General Administration,Driving License (Sarathi),2025-11-04,2628,3.9
Maharashtra,Transport,Vehicle Registration (Vahan),2025-09-12,6809,2.1
Maharashtra,Identity,Vehicle Registration (Vahan),2025-10-26,4171,5.5
Delhi,Identity,DigiLocker Pull,2025-11-08,3313,2.5
Odisha,General Administration,Ration Subsidies,2025-09-26,5489,2.1
Maharashtra,Transport,DigiLocker Pull,2025-11-29,7555,20.7
Maharashtra,Revenue,Vehicle Registration (Vahan),2025-10-29,4895,20.3
Karnataka,Revenue,Caste Certificate,2025-12-09,2756,4.5
Karnataka,Identity,Driving License (Sarathi),2025-10-18,4973,5.8
Karnataka,PDS,Caste Certificate,2025-07-08,2697,7.4
Maharashtra,Identity,DigiLocker Pull,2025-09-21,4142,2.5
Karnataka,Revenue,DigiLocker Pull,2025-12-24,2806,3.8
Karnataka,Revenue,Ration Subsidies,2025-11-28,3103,1.3
Maharashtra,PDS,Vehicle Registration (Vahan),2025-11-17,3768,1.8
Karnataka,General Administration,Ration Subsidies,2025-09-30,3303,3.0
Puducherry,Identity,Ration Subsidies,2025-07-06,2901,6.2
Delhi,General Administration,Vehicle Registration (Vahan),2025-07-11,4349,1.2
Puducherry,Revenue,Caste Certificate,2025-08-16,6006,0.8
Odisha,Transport,Caste Certificate,2025-07-02,4032,8.1
NCT of Delhi,Revenue,DigiLocker Pull,2025-12-11,5617,11.0
Delhi,PDS,DigiLocker Pull,2025-07-26,2560,2.5
Karnataka,Identity,Vehicle Registration (Vahan),2025-07-25,5900,5.4
Orissa,General Administration,DigiLocker Pull,2025-09-30,6586,1.1
Uttaranchal,Revenue,Driving License (Sarathi),2025-07-14,4512,3.7
Uttarakhand,Revenue,DigiLocker Pull,2025-07-24,5436,0.6
Karnataka,Revenue,Vehicle Registration (Vahan),2025-12-26,5005,10.1
Maharashtra,Identity,Ration Subsidies,2025-09-14,4959,10.5
Puducherry,Transport,Driving License (Sarathi),2025-10-15,7868,0.9
Uttarakhand,Identity,Ration Subsidies,2025-11-13,5275,13.6
Maharashtra,Identity,DigiLocker Pull,2025-09-24,5352,11.4
Karnataka,PDS,Vehicle Registration (Vahan),2025-08-16,2930,1.5
Maharashtra,Identity,Caste Certificate,2025-11-30,5276,1.7
Karnataka,Revenue,Vehicle Registration (Vahan),2025-12-10,7821,6.8
Maharashtra,Transport,DigiLocker Pull,2025-12-08,5363,2.7
Maharashtra,General Administration,Vehicle Registration (Vahan),2025-07-17,2073,0.5
Odisha,Identity,Driving License (Sarathi),2025-10-18,3470,8.6
Maharashtra,General Administration,DigiLocker Pull,2025-09-03,6705,6.8
Karnataka,PDS,Ration Subsidies,2025-12-29,8211,15.3
Puducherry,Transport,Driving License (Sarathi),2025-12-26,2907,0.9
Puducherry,PDS,Vehicle Registration (Vahan),2025-12-18,10832,6.9
Maharashtra,General Administration,Ration Subsidies,2025-08-27,6390,6.9
Karnataka,Transport,Driving License (Sarathi),2025-10-05,5322,17.3
Uttarakhand,PDS,Vehicle Registration (Vahan),2025-10-24,6938,0.7
Karnataka,Identity,Caste Certificate,2025-10-12,4463,3.3
Odisha,Identity,Ration Subsidies,2025-08-17,3686,0.7
Delhi,Revenue,Vehicle Registration (Vahan),2025-11-24,3247,0.1
Karnataka,Identity,Driving License (Sarathi),2025-10-03,6757,10.8
NCT of Delhi,Identity,Ration Subsidies,2025-07-08,4844,2.6
Odisha,Identity,DigiLocker Pull,2025-07-17,6630,4.9
Uttarakhand,PDS,Ration Subsidies,2025-10-23,5800,14.9
NCT of Delhi,General Administration,DigiLocker Pull,2025-07-23,3636,2.0
Odisha,General Administration,Driving License (Sarathi),2025-07-20,2809,2.5
Odisha,General Administration,Ration Subsidies,2025-12-08,3453,9.9
Delhi,General Administration,Caste Certificate,2025-08-08,5497,
Delhi,Transport,Vehicle Registration (Vahan),2025-10-25,2989,0.6
Uttarakhand,Revenue,Ration Subsidies,2025-11-26,3719,14.5
Maharashtra,Revenue,Ration Subsidies,2025-07-31,3870,1.5
Uttarakhand,PDS,Caste Certificate,2025-11-12,6583,4.1
Delhi,General Administration,Ration Subsidies,2025-09-21,3332,16.4
Maharashtra,Revenue,DigiLocker Pull,2025-07-30,4348,8.2
Karnataka,Revenue,Driving License (Sarathi),2025-07-03,3377,5.0
Karnataka,PDS,DigiLocker Pull,2025-11-13,3205,15.3
Karnataka,General Administration,Ration Subsidies,2025-10-28,7034,3.4
Puducherry,Identity,Driving License (Sarathi),2025-12-13,3925,0.4
Delhi,Transport,Caste Certificate,2025-12-08,6175,24.7
Maharashtra,General Administration,Vehicle Registration (Vahan),2025-10-31,6166,0.6
Uttaranchal,PDS,Vehicle Registration (Vahan),2025-07-24,5899,30.6
Odisha,Transport,DigiLocker Pull,2025-11-15,4848,1.9
Odisha,Transport,Caste Certificate,2025-09-23,5887,1.4
Delhi,Revenue,Driving License (Sarathi),2025-12-22,7854,0.5
Karnataka,Revenue,Driving License (Sarathi),2025-07-09,5660,1.5
Delhi,Identity,Driving License (Sarathi),2025-11-18,5010,5.6
Delhi,Transport,DigiLocker Pull,2025-10-23,6169,4.9
Maharashtra,PDS,Caste Certificate,2025-10-08,6070,5.1
Karnataka,Revenue,Driving License (Sarathi),2025-12-13,4396,2.4
Delhi,Identity,Ration Subsidies,2025-12-17,3824,0.3
NCT of Delhi,PDS,Vehicle Registration (Vahan),2025-07-08,7385,6.6
Karnataka,Revenue,Driving License (Sarathi),2025-10-22,4752,2.1
Puducherry,Identity,Caste Certificate,2025-11-21,9311,1.3
Karnataka,General Administration,Driving License (Sarathi),2025-09-01,4537,5.7
Uttarakhand,Transport,DigiLocker Pull,2025-10-14,-999,10.0
Odisha,General Administration,DigiLocker Pull,2025-12-14,2823,0.0
Delhi,Revenue,Caste Certificate,2025-12-16,2827,2.0
Delhi,Transport,Ration Subsidies,2025-08-20,6498,4.6
Uttarakhand,Identity,Ration Subsidies,2025-10-06,5140,7.0
Maharashtra,PDS,Vehicle Registration (Vahan),2025-10-23,1951,8.7
Uttarakhand,Identity,DigiLocker Pull,2025-12-10,8269,10.1
Puducherry,PDS,Driving License (Sarathi),2025-12-02,3210,0.1
Odisha,PDS,Caste Certificate,2025-11-27,4393,1.2
Odisha,Identity,Driving License (Sarathi),2025-12-28,6453,16.4
Orissa,PDS,Driving License (Sarathi),2025-08-18,4306,5.7
Maharashtra,Identity,DigiLocker Pull,2025-07-05,4001,6.2
Orissa,Identity,DigiLocker Pull,2025-12-26,5098,8.2
Uttaranchal,General Administration,Ration Subsidies,2025-07-20,4684,20.0
Odisha,General Administration,Ration Subsidies,2025-12-10,3847,3.5
NCT of Delhi,General Administration,DigiLocker Pull,2025-07-19,4032,19.7
Delhi,Transport,Vehicle Registration (Vahan),2025-12-28,8015,0.2
Puducherry,Revenue,DigiLocker Pull,2025-11-03,2651,9.6
Karnataka,PDS,Vehicle Registration (Vahan),2025-08-13,3557,8.5
Puducherry,Transport,Caste Certificate,2025-12-12,4819,0.8
Puducherry,PDS,Caste Certificate,2025-09-26,10206,9.2
Maharashtra,Identity,Vehicle Registration (Vahan),2025-09-25,6251,5.7
Delhi,Revenue,Caste Certificate,2025-07-08,6540,5.1
Delhi,Identity,Ration Subsidies,2025-11-10,5473,4.4
Delhi,Transport,Ration Subsidies,2025-07-06,4691,0.6
Karnataka,Transport,Caste Certificate,2025-11-27,4949,0.4
Odisha,PDS,Driving License (Sarathi),2025-12-07,5859,0.2
Odisha,Identity,Driving License (Sarathi),2025-09-23,4751,0.3
Karnataka,General Administration,Ration Subsidies,2025-07-27,4513,1.7
Karnataka,General Administration,Driving License (Sarathi),2025-07-03,3633,2.1
Karnataka,Revenue,Driving License (Sarathi),2025-08-29,5402,5.0
Maharashtra,Transport,Vehicle Registration (Vahan),2025-11-10,2485,6.1
Uttarakhand,General Administration,Caste Certificate,2025-11-24,3790,12.5
Maharashtra,PDS,Ration Subsidies,2025-11-21,4651,4.1
Odisha,Revenue,Driving License (Sarathi),2025-12-15,5418,9.1
Uttarakhand,General Administration,DigiLocker Pull,2025-09-12,3726,2.9
Puducherry,Identity,Caste Certificate,2025-07-17,5244,1.7
Odisha,General Administration,Vehicle Registration (Vahan),2025-10-21,6039,1.6
Maharashtra,PDS,Vehicle Registration (Vahan),2025-08-16,7077,0.1
Maharashtra,General Administration,Caste Certificate,2025-12-23,5215,2.4
Orissa,Revenue,Driving License (Sarathi),2025-09-11,4227,1.9
Uttarakhand,General Administration,DigiLocker Pull,2025-07-16,4248,0.4
Delhi,Transport,Ration Subsidies,2025-12-26,2007,2.3
